Offer                                               Publisher                           Sku                                                Urn                                                                                                                               Version
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-1909-with-containers-smalldisk     MicrosoftWindowsServer:WindowsServer:datacenter-core-1909-with-containers-smalldisk:18363.1082.2009070706                         18363.1082.2009070706
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-1909-with-containers-smalldisk     MicrosoftWindowsServer:WindowsServer:datacenter-core-1909-with-containers-smalldisk:18363.1139.2010080514                         18363.1139.2010080514
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-1909-with-containers-smalldisk     MicrosoftWindowsServer:WindowsServer:datacenter-core-1909-with-containers-smalldisk:18363.1198.2011031735                         18363.1198.2011031735
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-1909-with-containers-smalldisk     MicrosoftWindowsServer:WindowsServer:datacenter-core-1909-with-containers-smalldisk:18363.1256.2012032308                         18363.1256.2012032308
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-1909-with-containers-smalldisk     MicrosoftWindowsServer:WindowsServer:datacenter-core-1909-with-containers-smalldisk:18363.476.1911071907                          18363.476.1911071907
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-1909-with-containers-smalldisk     MicrosoftWindowsServer:WindowsServer:datacenter-core-1909-with-containers-smalldisk:18363.535.1912042330                          18363.535.1912042330
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-1909-with-containers-smalldisk     MicrosoftWindowsServer:WindowsServer:datacenter-core-1909-with-containers-smalldisk:18363.592.2001092016                          18363.592.2001092016
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-1909-with-containers-smalldisk     MicrosoftWindowsServer:WindowsServer:datacenter-core-1909-with-containers-smalldisk:18363.657.2002091847                          18363.657.2002091847
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-1909-with-containers-smalldisk     MicrosoftWindowsServer:WindowsServer:datacenter-core-1909-with-containers-smalldisk:18363.720.2003120536                          18363.720.2003120536
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-1909-with-containers-smalldisk     MicrosoftWindowsServer:WindowsServer:datacenter-core-1909-with-containers-smalldisk:18363.778.2004101604                          18363.778.2004101604
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-1909-with-containers-smalldisk     MicrosoftWindowsServer:WindowsServer:datacenter-core-1909-with-containers-smalldisk:18363.836.2005082047                          18363.836.2005082047
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-1909-with-containers-smalldisk     MicrosoftWindowsServer:WindowsServer:datacenter-core-1909-with-containers-smalldisk:18363.900.2006061800                          18363.900.2006061800
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-1909-with-containers-smalldisk     MicrosoftWindowsServer:WindowsServer:datacenter-core-1909-with-containers-smalldisk:18363.959.2007101752                          18363.959.2007101752
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-1909-with-containers-smalldisk-g2  MicrosoftWindowsServer:WindowsServer:datacenter-core-1909-with-containers-smalldisk-g2:18363.1016.2008070242                      18363.1016.2008070242
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-1909-with-containers-smalldisk-g2  MicrosoftWindowsServer:WindowsServer:datacenter-core-1909-with-containers-smalldisk-g2:18363.1082.2009070706                      18363.1082.2009070706
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-1909-with-containers-smalldisk-g2  MicrosoftWindowsServer:WindowsServer:datacenter-core-1909-with-containers-smalldisk-g2:18363.1139.2010080514                      18363.1139.2010080514
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-1909-with-containers-smalldisk-g2  MicrosoftWindowsServer:WindowsServer:datacenter-core-1909-with-containers-smalldisk-g2:18363.1198.2011031735                      18363.1198.2011031735
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-1909-with-containers-smalldisk-g2  MicrosoftWindowsServer:WindowsServer:datacenter-core-1909-with-containers-smalldisk-g2:18363.1256.2012032308                      18363.1256.2012032308
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-1909-with-containers-smalldisk-g2  MicrosoftWindowsServer:WindowsServer:datacenter-core-1909-with-containers-smalldisk-g2:18363.476.1911071907                       18363.476.1911071907
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-1909-with-containers-smalldisk-g2  MicrosoftWindowsServer:WindowsServer:datacenter-core-1909-with-containers-smalldisk-g2:18363.535.1912042330                       18363.535.1912042330
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-1909-with-containers-smalldisk-g2  MicrosoftWindowsServer:WindowsServer:datacenter-core-1909-with-containers-smalldisk-g2:18363.592.2001092016                       18363.592.2001092016
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-1909-with-containers-smalldisk-g2  MicrosoftWindowsServer:WindowsServer:datacenter-core-1909-with-containers-smalldisk-g2:18363.657.2002091847                       18363.657.2002091847
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-1909-with-containers-smalldisk-g2  MicrosoftWindowsServer:WindowsServer:datacenter-core-1909-with-containers-smalldisk-g2:18363.720.2003120536                       18363.720.2003120536
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-1909-with-containers-smalldisk-g2  MicrosoftWindowsServer:WindowsServer:datacenter-core-1909-with-containers-smalldisk-g2:18363.778.2004101604                       18363.778.2004101604
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-1909-with-containers-smalldisk-g2  MicrosoftWindowsServer:WindowsServer:datacenter-core-1909-with-containers-smalldisk-g2:18363.836.2005082047                       18363.836.2005082047
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-1909-with-containers-smalldisk-g2  MicrosoftWindowsServer:WindowsServer:datacenter-core-1909-with-containers-smalldisk-g2:18363.900.2006061800                       18363.900.2006061800
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-1909-with-containers-smalldisk-g2  MicrosoftWindowsServer:WindowsServer:datacenter-core-1909-with-containers-smalldisk-g2:18363.959.2007101752                       18363.959.2007101752
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-2004-with-containers-smalldisk     MicrosoftWindowsServer:WindowsServer:datacenter-core-2004-with-containers-smalldisk:19041.264.2005110456                          19041.264.2005110456
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-2004-with-containers-smalldisk     MicrosoftWindowsServer:WindowsServer:datacenter-core-2004-with-containers-smalldisk:19041.329.2006042019                          19041.329.2006042019
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-2004-with-containers-smalldisk     MicrosoftWindowsServer:WindowsServer:datacenter-core-2004-with-containers-smalldisk:19041.388.2007101729                          19041.388.2007101729
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-2004-with-containers-smalldisk     MicrosoftWindowsServer:WindowsServer:datacenter-core-2004-with-containers-smalldisk:19041.450.2008080726                          19041.450.2008080726
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-2004-with-containers-smalldisk     MicrosoftWindowsServer:WindowsServer:datacenter-core-2004-with-containers-smalldisk:19041.508.2009070256                          19041.508.2009070256
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-2004-with-containers-smalldisk     MicrosoftWindowsServer:WindowsServer:datacenter-core-2004-with-containers-smalldisk:19041.572.2010091946                          19041.572.2010091946
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-2004-with-containers-smalldisk     MicrosoftWindowsServer:WindowsServer:datacenter-core-2004-with-containers-smalldisk:19041.630.2011061636                          19041.630.2011061636
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-2004-with-containers-smalldisk     MicrosoftWindowsServer:WindowsServer:datacenter-core-2004-with-containers-smalldisk:19041.685.2012032305                          19041.685.2012032305
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-2004-with-containers-smalldisk-g2  MicrosoftWindowsServer:WindowsServer:datacenter-core-2004-with-containers-smalldisk-g2:19041.264.2005110456                       19041.264.2005110456
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-2004-with-containers-smalldisk-g2  MicrosoftWindowsServer:WindowsServer:datacenter-core-2004-with-containers-smalldisk-g2:19041.329.2006042019                       19041.329.2006042019
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-2004-with-containers-smalldisk-g2  MicrosoftWindowsServer:WindowsServer:datacenter-core-2004-with-containers-smalldisk-g2:19041.388.2007101729                       19041.388.2007101729
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-2004-with-containers-smalldisk-g2  MicrosoftWindowsServer:WindowsServer:datacenter-core-2004-with-containers-smalldisk-g2:19041.450.2008080726                       19041.450.2008080726
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-2004-with-containers-smalldisk-g2  MicrosoftWindowsServer:WindowsServer:datacenter-core-2004-with-containers-smalldisk-g2:19041.508.2009070256                       19041.508.2009070256
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-2004-with-containers-smalldisk-g2  MicrosoftWindowsServer:WindowsServer:datacenter-core-2004-with-containers-smalldisk-g2:19041.572.2010091946                       19041.572.2010091946
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-2004-with-containers-smalldisk-g2  MicrosoftWindowsServer:WindowsServer:datacenter-core-2004-with-containers-smalldisk-g2:19041.630.2011061636                       19041.630.2011061636
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-2004-with-containers-smalldisk-g2  MicrosoftWindowsServer:WindowsServer:datacenter-core-2004-with-containers-smalldisk-g2:19041.685.2012032305                       19041.685.2012032305
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-20h2-with-containers-smalldisk     MicrosoftWindowsServer:WindowsServer:datacenter-core-20h2-with-containers-smalldisk:19042.572.2010091947                          19042.572.2010091947
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-20h2-with-containers-smalldisk     MicrosoftWindowsServer:WindowsServer:datacenter-core-20h2-with-containers-smalldisk:19042.630.2011061636                          19042.630.2011061636
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-20h2-with-containers-smalldisk     MicrosoftWindowsServer:WindowsServer:datacenter-core-20h2-with-containers-smalldisk:19042.685.2012032244                          19042.685.2012032244
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-20h2-with-containers-smalldisk-g2  MicrosoftWindowsServer:WindowsServer:datacenter-core-20h2-with-containers-smalldisk-g2:19042.572.2010091947                       19042.572.2010091947
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-20h2-with-containers-smalldisk-g2  MicrosoftWindowsServer:WindowsServer:datacenter-core-20h2-with-containers-smalldisk-g2:19042.630.2011061636                       19042.630.2011061636
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-20h2-with-containers-smalldisk-g2  MicrosoftWindowsServer:WindowsServer:datacenter-core-20h2-with-containers-smalldisk-g2:19042.685.2012032244                       19042.685.2012032244
WindowsServer                                       MicrosoftWindowsServer              datacenter-core-20h2-with-containers-smalldisk-gs  MicrosoftWindowsServer:WindowsServer:datacenter-core-20h2-with-containers-smalldisk-gs:19042.685.2012032244                       19042.685.2012032244
windowsserver-gen2preview                           MicrosoftWindowsServer              2012-datacenter-gen2                               MicrosoftWindowsServer:windowsserver-gen2preview:2012-datacenter-gen2:3.127.20190620                                              3.127.20190620
windowsserver-gen2preview                           MicrosoftWindowsServer              2012-datacenter-gen2                               MicrosoftWindowsServer:windowsserver-gen2preview:2012-datacenter-gen2:3.127.20190717                                              3.127.20190717
windowsserver-gen2preview                           MicrosoftWindowsServer              2012-datacenter-gen2                               MicrosoftWindowsServer:windowsserver-gen2preview:2012-datacenter-gen2:9200.22830.1908092125                                       9200.22830.1908092125
windowsserver-gen2preview                           MicrosoftWindowsServer              2012-r2-datacenter-gen2                            MicrosoftWindowsServer:windowsserver-gen2preview:2012-r2-datacenter-gen2:4.127.20190620                                           4.127.20190620
windowsserver-gen2preview                           MicrosoftWindowsServer              2012-r2-datacenter-gen2                            MicrosoftWindowsServer:windowsserver-gen2preview:2012-r2-datacenter-gen2:4.127.20190717                                           4.127.20190717
windowsserver-gen2preview                           MicrosoftWindowsServer              2012-r2-datacenter-gen2                            MicrosoftWindowsServer:windowsserver-gen2preview:2012-r2-datacenter-gen2:9600.19431.1908092124                                    9600.19431.1908092124
windowsserver-gen2preview                           MicrosoftWindowsServer              2016-datacenter-gen2                               MicrosoftWindowsServer:windowsserver-gen2preview:2016-datacenter-gen2:14393.3144.1908092220                                       14393.3144.1908092220
windowsserver-gen2preview                           MicrosoftWindowsServer              2016-datacenter-gen2                               MicrosoftWindowsServer:windowsserver-gen2preview:2016-datacenter-gen2:2016.127.20190620                                           2016.127.20190620
windowsserver-gen2preview                           MicrosoftWindowsServer              2016-datacenter-gen2                               MicrosoftWindowsServer:windowsserver-gen2preview:2016-datacenter-gen2:2016.127.20190717                                           2016.127.20190717
ad-certificate-windows-2019                         tidalmediainc                       ad-certificate-windows-2019                        tidalmediainc:ad-certificate-windows-2019:ad-certificate-windows-2019:1.0.0                                                       1.0.0
windowsserver-gen2preview                           MicrosoftWindowsServer              2019-datacenter-gen2                               MicrosoftWindowsServer:windowsserver-gen2preview:2019-datacenter-gen2:17763.678.1908092216                                        17763.678.1908092216
windowsserver-gen2preview                           MicrosoftWindowsServer              2019-datacenter-gen2                               MicrosoftWindowsServer:windowsserver-gen2preview:2019-datacenter-gen2:2019.0.20190620                                             2019.0.20190620
windowsserver-gen2preview                           MicrosoftWindowsServer              2019-datacenter-gen2                               MicrosoftWindowsServer:windowsserver-gen2preview:2019-datacenter-gen2:2019.0.20190717                                             2019.0.20190717
alien-swarm-server-windows-2016                     tidalmediainc                       alien-swarm-server-windows-2016                    tidalmediainc:alien-swarm-server-windows-2016:alien-swarm-server-windows-2016:1.0.0                                               1.0.0
bitcoin-core-server-windows-2019                    tidalmediainc                       bitcoin-core-lite-windows-2019                     tidalmediainc:bitcoin-core-server-windows-2019:bitcoin-core-lite-windows-2019:1.0.0                                               1.0.0
bugzilla-bug-tracker-windows-2019                   tidalmediainc                       bugzilla-bug-tracker-windows-2019                  tidalmediainc:bugzilla-bug-tracker-windows-2019:bugzilla-bug-tracker-windows-2019:1.0.0                                           1.0.0
chivalry-warfare-windows-2016                       tidalmediainc                       chivalry-warfare-windows-2016                      tidalmediainc:chivalry-warfare-windows-2016:chivalry-warfare-windows-2016:1.0.0                                                   1.0.0
docker-engine-windows-2016                          tidalmediainc                       docker-engine-windows-2016                         tidalmediainc:docker-engine-windows-2016:docker-engine-windows-2016:1.0.0                                                         1.0.0
windows-7                                           MicrosoftWindowsDesktop             win7-enterprise                                    MicrosoftWindowsDesktop:windows-7:win7-enterprise:7601.24563.2012051551                                                           7601.24563.2012051551
windows-7                                           MicrosoftWindowsDesktop             win7-enterprise                                    MicrosoftWindowsDesktop:windows-7:win7-enterprise:7601.24564.2101092040                                                           7601.24564.2101092040
docker-engine-windows-2019                          tidalmediainc                       docker-engine-windows-2019                         tidalmediainc:docker-engine-windows-2019:docker-engine-windows-2019:1.0.0                                                         1.0.0
windowsserverdotnet                                 MicrosoftWindowsServer              ws2016-dotnetcore                                  MicrosoftWindowsServer:windowsserverdotnet:ws2016-dotnetcore:14393.3986.2010070045                                                14393.3986.2010070045
windowsserverdotnet                                 MicrosoftWindowsServer              ws2016-dotnetcore                                  MicrosoftWindowsServer:windowsserverdotnet:ws2016-dotnetcore:14393.4046.2010301518                                                14393.4046.2010301518
windowsserverdotnet                                 MicrosoftWindowsServer              ws2016-dotnetcore                                  MicrosoftWindowsServer:windowsserverdotnet:ws2016-dotnetcore:14393.4048.2011170655                                                14393.4048.2011170655
windowsserverdotnet                                 MicrosoftWindowsServer              ws2016-dotnetcore                                  MicrosoftWindowsServer:windowsserverdotnet:ws2016-dotnetcore:14393.4104.2012040817                                                14393.4104.2012040817
windowsserverdotnet                                 MicrosoftWindowsServer              ws2016-dotnetcore                                  MicrosoftWindowsServer:windowsserverdotnet:ws2016-dotnetcore:14393.4169.2101090332                                                14393.4169.2101090332
windowsserverdotnet                                 MicrosoftWindowsServer              ws2016-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2016-dotnetcore-2-1:14393.3204.1909070001                                            14393.3204.1909070001
windowsserverdotnet                                 MicrosoftWindowsServer              ws2016-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2016-dotnetcore-2-1:14393.3274.1910061629                                            14393.3274.1910061629
windowsserverdotnet                                 MicrosoftWindowsServer              ws2016-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2016-dotnetcore-2-1:14393.3326.1911120150                                            14393.3326.1911120150
windowsserverdotnet                                 MicrosoftWindowsServer              ws2016-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2016-dotnetcore-2-1:14393.3384.1912042333                                            14393.3384.1912042333
windowsserverdotnet                                 MicrosoftWindowsServer              ws2016-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2016-dotnetcore-2-1:14393.3443.2001090113                                            14393.3443.2001090113
windowsserverdotnet                                 MicrosoftWindowsServer              ws2016-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2016-dotnetcore-2-1:14393.3504.2002070914                                            14393.3504.2002070914
windowsserverdotnet                                 MicrosoftWindowsServer              ws2016-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2016-dotnetcore-2-1:14393.3564.2003072353                                            14393.3564.2003072353
windowsserverdotnet                                 MicrosoftWindowsServer              ws2016-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2016-dotnetcore-2-1:14393.3630.2004101604                                            14393.3630.2004101604
windowsserverdotnet                                 MicrosoftWindowsServer              ws2016-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2016-dotnetcore-2-1:14393.3686.2005061700                                            14393.3686.2005061700
windowsserverdotnet                                 MicrosoftWindowsServer              ws2016-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2016-dotnetcore-2-1:14393.3750.2006031549                                            14393.3750.2006031549
windowsserverdotnet                                 MicrosoftWindowsServer              ws2016-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2016-dotnetcore-2-1:14393.3808.2007101707                                            14393.3808.2007101707
windowsserverdotnet                                 MicrosoftWindowsServer              ws2016-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2016-dotnetcore-2-1:14393.3866.2008081933                                            14393.3866.2008081933
windowsserverdotnet                                 MicrosoftWindowsServer              ws2016-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2016-dotnetcore-2-1:14393.3930.2009041537                                            14393.3930.2009041537
farming-simulator-17-windows-2016                   tidalmediainc                       farming-simulator-17-windows-2016                  tidalmediainc:farming-simulator-17-windows-2016:farming-simulator-17-windows-2016:1.0.0                                           1.0.0
windowsserverdotnet                                 MicrosoftWindowsServer              ws2016-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2016-dotnetcore-2-2:14393.3204.1909070001                                            14393.3204.1909070001
windowsserverdotnet                                 MicrosoftWindowsServer              ws2016-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2016-dotnetcore-2-2:14393.3274.1910061629                                            14393.3274.1910061629
windowsserverdotnet                                 MicrosoftWindowsServer              ws2016-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2016-dotnetcore-2-2:14393.3326.1911120150                                            14393.3326.1911120150
windowsserverdotnet                                 MicrosoftWindowsServer              ws2016-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2016-dotnetcore-2-2:14393.3384.1912042333                                            14393.3384.1912042333
windowsserverdotnet                                 MicrosoftWindowsServer              ws2016-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2016-dotnetcore-2-2:14393.3443.2001090113                                            14393.3443.2001090113
windowsserverdotnet                                 MicrosoftWindowsServer              ws2016-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2016-dotnetcore-2-2:14393.3504.2002070914                                            14393.3504.2002070914
windowsserverdotnet                                 MicrosoftWindowsServer              ws2016-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2016-dotnetcore-2-2:14393.3564.2003072353                                            14393.3564.2003072353
windowsserverdotnet                                 MicrosoftWindowsServer              ws2016-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2016-dotnetcore-2-2:14393.3630.2004101604                                            14393.3630.2004101604
windowsserverdotnet                                 MicrosoftWindowsServer              ws2016-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2016-dotnetcore-2-2:14393.3686.2005061700                                            14393.3686.2005061700
windowsserverdotnet                                 MicrosoftWindowsServer              ws2016-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2016-dotnetcore-2-2:14393.3750.2006031549                                            14393.3750.2006031549
windowsserverdotnet                                 MicrosoftWindowsServer              ws2016-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2016-dotnetcore-2-2:14393.3808.2007101707                                            14393.3808.2007101707
windowsserverdotnet                                 MicrosoftWindowsServer              ws2016-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2016-dotnetcore-2-2:14393.3866.2008081933                                            14393.3866.2008081933
windowsserverdotnet                                 MicrosoftWindowsServer              ws2016-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2016-dotnetcore-2-2:14393.3930.2009041537                                            14393.3930.2009041537
windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore                                  MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore:17763.1518.2010132039                                                17763.1518.2010132039
windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore                                  MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore:17763.1577.2011031610                                                17763.1577.2011031610
windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore                                  MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore:17763.1579.2011180054                                                17763.1579.2011180054
windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore                                  MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore:17763.1637.2012040632                                                17763.1637.2012040632
windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore                                  MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore:17763.1697.2101090203                                                17763.1697.2101090203
farming-simulator-19-windows-2016                   tidalmediainc                       farming-simulator-19-windows-2016                  tidalmediainc:farming-simulator-19-windows-2016:farming-simulator-19-windows-2016:1.0.0                                           1.0.0
windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-1:17763.1039.2002091844                                            17763.1039.2002091844
windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-1:17763.1098.2003062342                                            17763.1098.2003062342
windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-1:17763.1158.2004131759                                            17763.1158.2004131759
windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-1:17763.1217.2005081535                                            17763.1217.2005081535
windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-1:17763.1282.2006061952                                            17763.1282.2006061952
windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-1:17763.1339.2007101755                                            17763.1339.2007101755
windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-1:17763.1397.2008070242                                            17763.1397.2008070242
windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-1:17763.1457.2009030514                                            17763.1457.2009030514
windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-1:17763.737.1909062324                                             17763.737.1909062324
windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-1:17763.805.1910061628                                             17763.805.1910061628
windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-1:17763.864.1911120152                                             17763.864.1911120152
windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-1:17763.914.1912042330                                             17763.914.1912042330
windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-1:17763.973.2001110547                                             17763.973.2001110547
windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-2:17763.1039.2002091844                                            17763.1039.2002091844
windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-2:17763.1098.2003062342                                            17763.1098.2003062342
windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-2:17763.1158.2004131759                                            17763.1158.2004131759
windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-2:17763.1217.2005081535                                            17763.1217.2005081535
windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-2:17763.1282.2006061952                                            17763.1282.2006061952
windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-2:17763.1339.2007101755                                            17763.1339.2007101755
windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-2:17763.1397.2008070242                                            17763.1397.2008070242
windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-2:17763.1457.2009030514                                            17763.1457.2009030514
windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-2:17763.737.1909062324                                             17763.737.1909062324
windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-2:17763.805.1910061628                                             17763.805.1910061628
windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-2:17763.864.1911120152                                             17763.864.1911120152
windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-2:17763.914.1912042330                                             17763.914.1912042330
